District,Year,Crop,Season,Area_ha,Avg_Temperature_C,Total_Rainfall_mm,Humidity_pct,Soil_Type,Soil_pH,N_kg_per_ha,P_kg_per_ha,K_kg_per_ha,Irrigation_pct,Yield
RATNAGIRI,2010,Sugarcane,Whole Year,424.54,24.54,1179.6,81.59,Sandy Loam,4.7,88.1,42.0,48.9,22.9,100.7405
WARDHA,2012,Groundnut,Kharif,2645.22,32.68,1048.9,52.82,Loam,6.66,83.4,40.1,22.5,16.6,2.0223
GADCHIROLI,2007,Onion,Rabi,2743.51,27.12,1035.8,56.97,Clay,6.81,109.2,48.2,44.4,21.0,15.6344
THANE,2017,Gram,Rabi,4891.73,27.92,2264.2,81.64,Sandy Loam,5.91,81.3,17.4,49.4,21.2,0.6891
SATARA,2009,Sugarcane,Whole Year,58466.03,26.09,1029.3,67.2,Loam,7.2,137.7,39.3,36.1,53.0,99.6085
CHANDRAPUR,2001,Jowar,Rabi,168.19,26.0,856.6,48.47,Loam,6.39,132.5,14.8,38.5,18.3,2.4271
WARDHA,2020,Soyabean,Kharif,47938.95,27.13,549.6,43.32,Clay,7.56,145.0,44.2,36.0,10.0,2.2188
AHMEDNAGAR,2002,Gram,Rabi,2269.28,25.19,777.6,42.8,Clay,7.19,101.0,51.6,52.0,14.3,0.7646
AURANGABAD,2002,Onion,Kharif,165.54,27.05,343.0,46.23,Clay,7.38,99.0,39.1,24.1,24.9,8.4499
NAGPUR,2004,Groundnut,Kharif,197.73,24.87,706.3,55.56,Sandy Loam,6.29,89.1,38.7,24.6,29.9,1.3087
GONDIA,2005,Bajra,Kharif,182.37,27.08,570.3,62.86,Loam,6.61,92.7,51.1,34.5,22.3,1.5381
PARBHANI,2016,Groundnut,Kharif,1791.28,29.04,464.1,54.33,Clay,7.47,105.7,21.5,44.1,23.0,1.7663
SOLAPUR,2017,Wheat,Rabi,395.17,25.65,1001.7,71.51,Clay Loam,7.29,108.8,52.4,40.8,52.0,3.0308
PUNE,2018,Bajra,Kharif,895.56,28.18,509.4,62.49,Loam,5.81,140.1,56.8,37.5,52.1,1.9672
PARBHANI,2000,Onion,Kharif,3282.58,28.45,688.0,61.24,Clay Loam,7.67,111.0,51.1,38.6,27.4,17.5641
NANDURBAR,2017,Rice,Kharif,814.16,30.92,346.9,61.31,Clay,7.92,62.2,49.1,43.1,26.9,3.2844
PALGHAR,2004,Bajra,Kharif,27859.03,27.46,2439.6,81.81,Sandy Loam,5.47,81.9,15.6,34.1,26.8,2.0008
NASHIK,2019,Gram,Rabi,2083.98,28.39,557.2,55.25,Clay,6.92,138.4,46.4,41.9,29.2,1.2147
NAGPUR,2021,Cotton(lint),Kharif,144.11,27.11,864.3,53.82,Clay,7.36,87.4,43.8,29.7,25.2,0.8323
LATUR,2013,Wheat,Rabi,8062.37,27.44,792.8,43.95,Clay Loam,7.9,100.9,22.6,36.4,18.6,2.8061
WARDHA,2014,Rice,Kharif,607.5,27.95,768.4,57.59,Loam,6.9,97.2,59.0,35.8,16.1,3.765
NASHIK,2011,Onion,Rabi,9800.38,24.98,402.9,53.14,Clay,7.55,101.1,42.3,34.9,30.2,11.9254
SINDHUDURG,2023,Bajra,Kharif,42412.62,25.24,2149.4,76.6,Laterite,5.65,69.3,22.8,36.3,24.5,1.9259
NAGPUR,2014,Jowar,Kharif,456.34,27.07,772.7,54.74,Clay,7.39,135.6,37.9,26.0,11.8,2.746
MUMBAI,2024,Wheat,Rabi,3209.04,26.63,1995.7,78.46,Laterite,5.27,96.8,36.1,46.4,30.6,2.6009
PARBHANI,2023,Wheat,Rabi,1928.72,32.49,338.6,45.91,Clay Loam,8.21,80.2,43.4,40.0,20.0,2.312
PALGHAR,2004,Soyabean,Kharif,18821.55,27.37,2270.2,81.64,Laterite,5.02,62.1,13.0,42.4,31.1,2.0247
OSMANABAD,2015,Sugarcane,Whole Year,1778.11,29.49,764.3,43.96,Clay,7.8,110.0,38.2,33.2,15.4,76.9676
SATARA,2014,Soyabean,Kharif,237.29,23.64,636.7,67.59,Clay Loam,6.49,104.9,35.0,52.0,38.3,2.3099
SANGLI,2024,Onion,Kharif,77.19,25.09,986.4,65.07,Loam,6.92,121.8,41.5,41.7,51.4,25.3589
PARBHANI,2014,Onion,Kharif,165.68,25.35,308.9,46.9,Clay,7.75,90.7,44.3,43.6,21.4,16.5342
BULDHANA,2004,Rice,Kharif,70.05,31.48,1058.8,64.47,Clay,7.07,103.1,41.2,28.1,16.0,4.057
NAGPUR,2017,Wheat,Rabi,14782.38,28.52,719.7,59.32,Clay,6.61,79.5,53.9,42.1,20.8,2.3504
RAIGAD,2001,Bajra,Kharif,13632.82,25.17,2187.6,80.12,Clay Loam,6.13,98.6,38.0,41.3,22.9,1.8219
HINGOLI,2016,Gram,Rabi,226.89,29.48,311.0,50.62,Clay Loam,7.81,87.7,31.5,38.8,13.5,1.0825
LATUR,2024,Gram,Rabi,347.39,26.29,365.1,42.86,Clay,7.47,69.2,34.0,36.1,15.0,1.2138
AKOLA,2014,Gram,Rabi,3819.43,33.46,1344.4,57.94,Loam,7.11,105.2,25.1,29.0,27.6,1.3228
HINGOLI,2006,Rice,Kharif,8589.48,28.76,776.4,32.25,Clay,7.67,115.0,37.6,48.9,13.9,3.9599
YAVATMAL,2014,Groundnut,Kharif,1391.14,25.67,452.8,49.4,Loam,7.6,124.3,47.6,47.5,17.1,1.4125
BEED,2005,Gram,Rabi,1313.07,28.23,541.0,51.41,Clay Loam,7.21,76.0,28.5,33.7,13.3,0.8329
HINGOLI,2015,Sugarcane,Whole Year,19891.79,28.43,285.7,45.67,Clay,7.42,112.0,54.9,48.3,23.5,89.8267
AKOLA,2010,Sugarcane,Whole Year,674.48,27.47,642.5,56.36,Loam,7.65,84.0,45.2,43.5,15.2,92.0613
YAVATMAL,2014,Jowar,Kharif,6017.27,23.74,696.5,50.8,Clay,6.95,128.4,45.8,43.9,15.3,2.5466
SOLAPUR,2013,Soyabean,Kharif,13971.98,26.78,415.5,61.19,Clay Loam,6.05,92.1,53.5,55.0,32.7,2.1866
AKOLA,2013,Soyabean,Kharif,859.38,27.71,1194.6,54.03,Sandy Loam,7.34,116.2,42.8,16.5,34.0,2.4796
NANDED,2015,Onion,Rabi,49.77,30.47,239.1,53.1,Clay,7.74,110.1,44.9,43.7,10.0,13.2703
RAIGAD,2023,Rice,Kharif,830.76,25.78,1846.3,79.81,Sandy Loam,5.2,81.1,26.5,18.0,28.0,4.8168
NASHIK,2010,Gram,Rabi,40886.45,26.23,499.0,56.0,Clay Loam,6.9,129.5,39.2,54.8,34.9,1.0365
AMRAVATI,2013,Groundnut,Kharif,97.36,25.53,768.1,68.12,Clay,7.13,99.0,48.5,26.2,22.9,1.5246
SANGLI,2016,Soyabean,Kharif,18545.79,24.11,952.5,65.39,Loam,7.59,130.3,28.3,49.9,37.1,2.6006
NANDED,2000,Bajra,Kharif,272.13,27.92,397.7,49.45,Clay,7.84,78.1,37.2,32.2,15.5,1.3718
NASHIK,2014,Sugarcane,Whole Year,5103.28,29.07,520.1,48.22,Clay Loam,7.8,116.1,54.0,42.0,33.4,101.8444
SOLAPUR,2006,Groundnut,Kharif,5531.11,26.17,271.9,57.14,Clay,6.62,120.5,45.5,46.3,67.9,1.7541
BEED,2021,Soyabean,Kharif,61838.77,28.02,375.2,43.15,Clay,7.46,111.2,41.4,55.0,10.0,1.9483
BULDHANA,2023,Rice,Kharif,5078.51,26.6,930.1,61.47,Clay,7.48,101.9,35.8,23.2,33.3,4.3313
NASHIK,2009,Gram,Rabi,3970.3,26.99,567.6,53.71,Clay,7.17,145.6,30.2,40.6,29.4,0.9965
AKOLA,2023,Groundnut,Kharif,207.81,29.89,1104.9,63.91,Loam,6.81,117.0,26.3,32.6,17.6,2.0632
HINGOLI,2002,Jowar,Rabi,4859.22,28.8,770.7,41.69,Clay,7.0,93.2,28.2,31.1,19.5,1.8525
NANDURBAR,2010,Cotton(lint),Kharif,18847.92,28.76,313.2,56.5,Clay Loam,6.9,105.2,45.0,45.6,31.5,0.7863
SATARA,2010,Cotton(lint),Kharif,175.06,27.29,1064.3,57.61,Clay Loam,7.33,116.6,41.8,15.3,48.8,0.8258
AURANGABAD,2011,Jowar,Kharif,72343.07,28.33,941.3,55.9,Clay,7.05,111.3,34.0,25.3,14.8,2.4762
NANDURBAR,2006,Jowar,Rabi,3830.72,27.96,545.9,62.89,Clay Loam,6.9,122.2,52.5,29.3,12.1,2.1889
RAIGAD,2017,Cotton(lint),Kharif,31762.82,25.62,2825.0,85.15,Clay Loam,5.82,64.3,20.9,26.4,18.2,0.7827
PARBHANI,2001,Cotton(lint),Kharif,3141.85,26.69,624.4,49.0,Clay Loam,7.83,87.2,41.6,40.4,21.0,0.6745
AMRAVATI,2006,Soyabean,Kharif,141.56,28.41,543.0,63.3,Sandy Loam,6.47,111.6,39.0,38.1,17.5,1.8062
RAIGAD,2017,Rice,Kharif,18456.8,29.59,2332.4,86.66,Clay Loam,5.28,61.3,20.8,38.3,17.4,5.6765
BULDHANA,2020,Cotton(lint),Kharif,2597.48,24.52,457.1,52.91,Sandy Loam,7.21,138.4,41.7,34.0,14.2,0.8942
PARBHANI,2002,Rice,Kharif,3009.49,32.18,739.1,48.13,Clay,8.06,105.6,36.5,38.0,29.0,3.7007
NAGPUR,2022,Soyabean,Kharif,147107.23,28.39,993.5,57.82,Loam,7.12,92.1,46.4,40.2,15.6,2.6032
BEED,2018,Cotton(lint),Kharif,19054.68,26.37,649.0,48.09,Clay Loam,7.48,98.4,45.9,50.6,25.3,0.6965
GADCHIROLI,2001,Rice,Kharif,5898.52,26.36,689.6,58.28,Clay,6.63,101.5,38.5,45.9,29.2,2.8317
PUNE,2006,Wheat,Rabi,135.73,27.09,546.8,52.21,Clay,6.46,66.4,45.9,52.7,56.2,2.2923
PARBHANI,2011,Wheat,Rabi,1297.55,28.9,725.2,53.42,Clay Loam,7.66,109.4,36.7,53.0,23.2,2.4238
GADCHIROLI,2000,Bajra,Kharif,37082.52,28.39,694.0,59.01,Clay,7.87,98.4,39.9,23.4,21.1,1.5747
LATUR,2001,Soyabean,Kharif,44036.78,28.46,409.7,49.96,Clay Loam,7.76,97.3,23.4,22.5,22.0,1.5321
MUMBAI,2024,Sugarcane,Whole Year,12240.87,26.88,2361.3,70.41,Laterite,5.27,72.4,38.9,40.0,20.8,102.8249
BHANDARA,2022,Soyabean,Kharif,1619.01,30.2,699.6,46.03,Sandy Loam,6.94,100.8,40.4,29.2,12.8,2.0863
MUMBAI,2016,Gram,Rabi,100.54,25.48,1826.8,70.85,Laterite,5.35,57.2,17.2,28.7,18.0,1.1957
RAIGAD,2014,Jowar,Kharif,2595.23,25.82,2392.9,90.31,Sandy Loam,5.25,77.3,32.6,24.6,37.5,2.8989
DHULE,2024,Soyabean,Kharif,86357.94,26.95,488.8,64.51,Clay,7.31,123.8,38.8,41.4,42.9,2.2333
RATNAGIRI,2018,Jowar,Kharif,12019.23,24.74,2945.8,77.12,Clay Loam,6.16,55.7,18.2,34.3,34.6,3.0251
MUMBAI,2003,Soyabean,Kharif,22439.66,27.77,1980.3,78.39,Laterite,5.86,86.9,38.6,33.0,42.2,2.8985
GONDIA,2000,Gram,Rabi,14353.02,26.36,1018.3,67.23,Sandy Loam,7.53,130.7,42.0,31.1,14.4,1.0621
NANDURBAR,2010,Cotton(lint),Kharif,30356.3,26.96,702.1,48.78,Clay,6.87,118.0,49.1,51.6,42.1,0.744
JALNA,2022,Soyabean,Kharif,208.45,30.38,443.7,58.05,Clay Loam,7.13,94.7,35.8,35.1,24.0,2.2882
PALGHAR,2004,Gram,Rabi,21004.48,26.23,2016.4,76.62,Laterite,4.78,70.9,15.9,27.3,30.7,1.0777
WARDHA,2021,Cotton(lint),Kharif,70111.86,26.91,837.5,56.18,Clay,6.13,86.3,46.3,41.1,22.8,0.7578
WASHIM,2011,Groundnut,Kharif,609.91,29.02,812.0,66.73,Clay,7.97,130.4,54.9,42.4,21.3,2.0914
JALNA,2007,Onion,Rabi,46.92,30.58,648.9,51.66,Clay,7.43,82.9,43.5,31.9,14.9,17.2387
GADCHIROLI,2003,Jowar,Rabi,14334.29,26.44,918.9,60.33,Loam,6.28,118.2,34.1,30.3,23.9,2.2284
CHANDRAPUR,2013,Groundnut,Kharif,383.51,29.3,965.3,56.41,Loam,7.3,95.4,43.7,31.7,20.1,2.1961
SANGLI,2019,Wheat,Rabi,2697.5,24.41,874.4,69.57,Clay Loam,6.76,110.7,24.8,55.0,36.4,2.6349
DHULE,2008,Sugarcane,Whole Year,4169.85,27.78,426.6,52.12,Clay Loam,6.73,106.6,59.7,55.0,27.7,86.7418
GONDIA,2020,Jowar,Kharif,6404.18,31.67,216.9,53.76,Clay,7.76,84.1,23.9,47.1,22.8,2.4917
JALGAON,2021,Jowar,Rabi,441.0,27.24,777.9,46.52,Clay Loam,6.84,123.7,53.2,28.6,35.7,2.7859
PARBHANI,2024,Jowar,Kharif,308.56,27.75,265.3,54.73,Clay,6.91,95.9,39.5,41.1,14.7,2.4499
WASHIM,2019,Sugarcane,Whole Year,5501.8,28.23,989.0,53.45,Loam,7.34,147.9,58.3,33.6,24.6,95.698
LATUR,2008,Onion,Kharif,6154.43,30.35,588.1,39.86,Clay,7.91,87.1,43.6,39.5,22.2,14.4745
LATUR,2020,Rice,Kharif,343.64,27.37,608.6,29.61,Clay Loam,7.84,98.6,44.9,46.3,15.6,3.7396
NANDURBAR,2012,Rice,Kharif,68.41,28.01,91.0,57.45,Clay Loam,6.92,91.8,56.7,40.6,38.9,3.6565
NAGPUR,2006,Sugarcane,Whole Year,49906.11,27.79,1305.9,67.85,Loam,8.05,91.8,12.8,43.5,22.4,80.944
SINDHUDURG,2013,Cotton(lint),Kharif,101876.7,28.2,2965.4,91.01,Laterite,4.74,87.2,30.9,32.6,26.7,0.9
CHANDRAPUR,2023,Jowar,Rabi,12635.97,24.67,791.3,60.52,Clay,6.5,108.7,48.7,40.7,10.5,2.3171
DHULE,2024,Gram,Rabi,5007.32,27.1,363.7,56.56,Loam,7.11,105.8,45.6,48.1,37.3,1.5189
AHMEDNAGAR,2017,Soyabean,Kharif,9171.31,28.24,644.8,54.66,Clay Loam,7.46,125.8,52.3,49.1,40.1,2.4235
NASHIK,2018,Onion,Kharif,4735.45,26.41,584.5,60.77,Clay Loam,6.89,141.5,47.5,39.9,25.6,23.1769
HINGOLI,2002,Rice,Kharif,5016.96,29.4,468.5,56.76,Clay,7.57,90.0,30.2,38.1,18.5,3.3657
BULDHANA,2016,Soyabean,Kharif,2758.56,28.11,591.7,61.12,Clay,6.89,98.1,27.6,23.1,24.6,2.2434
SOLAPUR,2011,Groundnut,Kharif,372.83,24.81,714.1,59.49,Loam,6.27,125.9,58.9,42.0,52.0,2.1923
RATNAGIRI,2014,Onion,Rabi,5511.52,27.37,2270.9,75.78,Clay Loam,5.58,82.7,27.7,44.8,22.0,20.8276
PARBHANI,2017,Groundnut,Kharif,24113.69,26.65,756.3,46.42,Clay,7.73,95.6,44.4,42.5,29.0,1.673
AHMEDNAGAR,2016,Wheat,Rabi,10643.27,29.29,674.4,48.88,Loam,8.01,91.5,41.6,48.3,29.6,2.6093
JALNA,2019,Jowar,Kharif,954.9,29.85,369.7,44.11,Clay,7.4,91.4,27.3,30.2,14.9,2.406
BEED,2015,Sugarcane,Whole Year,13929.86,27.42,818.7,55.43,Clay,7.8,88.5,41.8,42.7,14.3,84.1067
SATARA,2004,Cotton(lint),Kharif,31076.17,25.38,663.6,58.18,Clay Loam,5.8,130.9,17.5,33.7,58.8,0.6185
DHULE,2013,Jowar,Rabi,31139.58,29.4,686.4,48.31,Clay,7.67,126.1,53.9,30.2,38.6,2.5918
RATNAGIRI,2018,Cotton(lint),Kharif,171185.53,27.25,1910.8,70.3,Clay Loam,5.98,98.3,31.4,33.6,18.0,0.8808
PARBHANI,2013,Groundnut,Kharif,756.45,27.97,298.1,44.3,Clay,7.54,86.8,45.8,50.5,16.9,1.8429
BULDHANA,2012,Sugarcane,Whole Year,2836.48,27.26,1312.0,70.6,Sandy Loam,8.17,134.5,40.1,46.2,30.0,95.9019
BULDHANA,2012,Soyabean,Kharif,7706.19,28.55,959.6,66.1,Clay,6.51,126.9,54.6,38.3,34.5,2.4148
AKOLA,2004,Rice,Kharif,54.75,29.89,1267.6,53.7,Sandy Loam,7.7,105.2,52.8,49.1,14.1,4.529
RAIGAD,2005,Cotton(lint),Kharif,10402.79,26.75,2780.2,81.03,Sandy Loam,5.56,60.6,27.7,43.5,32.9,0.7441
RAIGAD,2000,Onion,Rabi,17730.75,24.81,1974.8,73.18,Laterite,5.41,71.3,18.9,33.5,23.8,17.757
SOLAPUR,2023,Rice,Kharif,595.77,25.33,721.5,57.21,Clay Loam,7.53,112.6,48.5,46.8,26.0,4.4031
KOLHAPUR,2014,Gram,Rabi,374.99,26.34,271.4,61.77,Loam,5.95,123.5,46.9,38.8,46.8,1.004
AMRAVATI,2022,Wheat,Rabi,7153.34,28.92,882.0,51.55,Loam,6.85,110.9,26.4,23.5,21.7,2.3133
AKOLA,2015,Wheat,Rabi,9750.55,26.33,1209.2,49.51,Loam,6.6,109.5,44.4,20.6,15.4,2.5432
NAGPUR,2006,Rice,Kharif,25604.79,27.49,578.8,52.87,Clay,7.42,90.0,43.0,25.8,12.6,3.9835
BEED,2003,Wheat,Rabi,1862.57,29.73,478.8,44.14,Clay,7.73,120.6,36.8,36.3,24.4,2.7265
LATUR,2007,Jowar,Kharif,3513.65,27.03,483.2,42.35,Clay,7.57,88.2,28.1,39.9,23.2,2.2977
JALNA,2005,Groundnut,Kharif,2151.3,29.23,591.4,51.85,Clay Loam,7.76,94.4,47.7,33.8,22.7,1.8574
YAVATMAL,2003,Onion,Rabi,1121.15,24.42,768.9,54.41,Loam,7.19,104.4,29.0,44.1,17.7,16.2566
WASHIM,2006,Onion,Kharif,2084.71,26.62,426.5,52.46,Clay,6.77,115.1,50.5,38.9,22.9,14.8486
WASHIM,2024,Onion,Rabi,328.27,30.25,804.7,47.57,Loam,7.13,89.4,54.5,28.3,23.3,18.906
SINDHUDURG,2010,Bajra,Kharif,48438.58,28.81,2318.0,87.81,Sandy Loam,6.39,77.5,21.0,30.5,32.0,1.9123
BULDHANA,2020,Wheat,Rabi,621.64,26.94,1473.4,54.05,Loam,6.92,133.5,40.1,48.2,29.4,3.5644
NANDED,2020,Onion,Rabi,130.83,29.66,713.9,50.11,Clay Loam,7.84,79.0,38.7,31.9,10.0,19.3508
SATARA,2019,Sugarcane,Whole Year,888.08,24.73,760.9,59.36,Loam,7.75,116.8,53.3,43.8,52.4,98.1942
SOLAPUR,2018,Groundnut,Kharif,183.45,27.29,402.1,71.15,Loam,6.4,140.4,46.0,47.1,30.7,2.0102
GONDIA,2022,Rice,Kharif,32157.49,27.98,840.7,56.66,Clay,7.21,93.1,43.1,54.6,16.7,4.0323
PUNE,2013,Soyabean,Kharif,2304.71,26.11,514.7,55.92,Clay Loam,6.5,110.8,59.0,43.9,63.9,2.6563
OSMANABAD,2015,Gram,Rabi,24898.1,30.51,532.8,49.51,Clay Loam,7.62,99.5,36.1,32.5,23.7,1.1446
BEED,2022,Rice,Kharif,1008.31,27.88,438.1,40.25,Clay,7.83,96.6,45.0,46.1,22.8,3.819
WASHIM,2000,Groundnut,Kharif,24533.67,27.58,616.4,56.16,Loam,5.75,77.5,27.3,30.8,16.4,1.1973
PARBHANI,2024,Sugarcane,Whole Year,282.69,29.24,592.2,55.54,Clay,7.14,83.2,29.1,31.0,14.4,87.1929
WARDHA,2012,Sugarcane,Whole Year,816.09,26.58,1346.8,62.96,Loam,7.31,100.0,60.0,16.8,28.4,109.0104
OSMANABAD,2018,Groundnut,Kharif,131.17,29.91,716.8,47.84,Clay,7.89,100.8,34.0,31.5,20.9,1.47
JALGAON,2017,Gram,Rabi,13005.88,30.3,860.1,42.25,Clay Loam,7.27,108.3,52.1,40.7,43.2,1.6735
KOLHAPUR,2010,Bajra,Kharif,164.43,21.76,892.4,57.4,Clay Loam,6.69,142.9,59.1,43.9,57.8,2.0612
PUNE,2021,Groundnut,Kharif,3891.9,26.31,687.1,58.3,Clay,7.7,90.0,60.0,44.1,60.8,2.4629
WASHIM,2019,Sugarcane,Whole Year,14508.5,28.68,813.7,59.5,Clay,7.47,73.5,44.8,41.9,21.3,78.5189
JALNA,2021,Gram,Rabi,121.44,27.61,824.2,48.28,Clay,7.8,79.4,39.6,39.6,17.3,1.5285
GADCHIROLI,2009,Bajra,Kharif,21186.2,30.43,666.6,59.48,Loam,6.79,107.9,41.7,43.9,20.6,1.6784
CHANDRAPUR,2006,Cotton(lint),Kharif,100755.58,28.03,846.2,53.12,Loam,6.91,106.6,48.0,45.8,19.6,0.7511
THANE,2002,Rice,Kharif,2620.31,29.7,2138.5,77.11,Laterite,5.8,59.0,30.9,29.7,29.9,5.168
OSMANABAD,2001,Soyabean,Kharif,805.59,29.47,628.3,37.59,Clay,7.89,139.3,48.5,29.6,12.8,2.0026
SINDHUDURG,2014,Jowar,Kharif,3240.33,26.13,2510.8,66.68,Clay Loam,5.87,94.1,42.7,35.2,16.8,3.1947
WARDHA,2021,Wheat,Rabi,97.08,26.36,1023.8,58.82,Clay,6.73,90.8,32.1,41.3,16.1,2.4848
BHANDARA,2017,Sugarcane,Whole Year,399.54,29.36,853.7,51.03,Clay,7.51,93.6,41.1,35.2,31.1,91.748
SANGLI,2012,Rice,Kharif,7960.32,26.77,916.6,62.91,Loam,7.02,99.5,38.8,51.6,49.2,4.2952
AKOLA,2008,Cotton(lint),Kharif,154.89,28.83,713.5,40.95,Clay,7.73,108.3,22.8,46.4,16.8,0.8216
NANDED,2012,Soyabean,Kharif,4613.88,29.45,190.5,55.58,Clay,7.18,92.3,57.4,51.4,22.2,1.6115
JALNA,2008,Onion,Rabi,241.13,27.17,463.0,30.79,Clay Loam,7.49,101.3,36.6,44.4,10.0,14.6577
NAGPUR,2013,Jowar,Kharif,382.21,28.66,884.0,75.55,Clay,6.83,91.6,55.5,37.4,27.9,2.4378
PALGHAR,2012,Onion,Kharif,42.56,26.58,2652.8,88.25,Sandy Loam,5.78,91.4,24.6,49.8,25.2,19.1237
GADCHIROLI,2001,Cotton(lint),Kharif,4264.74,28.18,872.7,62.58,Loam,7.35,104.9,52.1,36.2,21.8,0.7935
NANDURBAR,2015,Jowar,Rabi,5288.97,30.34,505.1,60.21,Clay,6.79,70.8,42.0,47.9,19.9,1.9609
JALGAON,2004,Groundnut,Kharif,15838.3,28.1,573.0,54.47,Clay,6.75,110.4,46.4,44.7,26.8,1.7888
PARBHANI,2016,Soyabean,Kharif,847.34,26.24,644.9,51.17,Clay,7.43,100.6,46.6,22.6,26.5,2.6186
CHANDRAPUR,2005,Cotton(lint),Kharif,14185.46,27.94,985.0,59.26,Loam,7.6,104.7,45.2,42.5,23.7,0.7547
SINDHUDURG,2015,Gram,Rabi,747.44,26.57,3084.1,82.14,Laterite,5.22,59.3,20.6,19.8,23.9,1.0505
NANDED,2008,Jowar,Rabi,4181.89,31.6,411.9,57.13,Clay,7.08,88.1,15.8,40.6,11.5,2.6275
JALGAON,2001,Sugarcane,Whole Year,631.92,27.98,712.4,57.82,Clay Loam,7.42,129.0,52.5,25.4,30.4,98.9285
BULDHANA,2010,Jowar,Kharif,18616.28,29.79,1110.0,53.41,Loam,7.37,56.1,56.2,33.6,24.0,2.5879
CHANDRAPUR,2003,Jowar,Kharif,133.76,28.47,1044.0,60.47,Clay,6.66,116.9,38.3,35.3,23.4,2.846
DHULE,2000,Bajra,Kharif,536.34,29.19,796.6,50.31,Clay Loam,6.78,108.7,36.3,50.5,10.0,1.5242
HINGOLI,2014,Groundnut,Kharif,31454.08,26.91,844.3,49.43,Clay,7.07,95.9,39.0,35.4,18.0,1.8424
AURANGABAD,2020,Onion,Rabi,529.54,30.02,637.8,63.97,Clay,7.28,96.4,56.1,39.8,17.2,18.4433
WARDHA,2013,Groundnut,Kharif,747.4,26.65,1251.3,52.84,Clay,6.27,102.8,5.0,37.6,22.7,1.8336
SATARA,2020,Rice,Kharif,1938.56,26.17,1065.0,64.44,Clay Loam,8.14,101.5,52.7,42.4,69.1,4.925
DHULE,2001,Wheat,Rabi,158.81,28.28,505.0,45.37,Loam,7.58,158.3,54.5,54.8,30.4,3.1005
RAIGAD,2011,Bajra,Kharif,223.39,26.35,1860.2,85.04,Clay Loam,5.48,68.9,20.1,22.4,25.7,1.9738
GONDIA,2002,Sugarcane,Whole Year,12094.0,29.13,1300.8,61.29,Clay,7.65,132.5,35.0,48.3,24.0,74.1622
HINGOLI,2008,Cotton(lint),Kharif,55634.49,27.92,761.8,60.59,Clay,7.91,119.8,37.4,25.7,25.8,0.6023
YAVATMAL,2005,Sugarcane,Whole Year,5593.78,28.5,962.4,55.83,Clay,7.17,110.2,36.2,25.2,25.8,99.1158
WASHIM,2017,Bajra,Kharif,1749.94,29.04,871.9,64.85,Clay,7.0,125.0,34.4,35.4,24.9,2.055
NAGPUR,2020,Groundnut,Kharif,184.75,26.94,839.0,56.1,Clay,6.2,101.5,28.7,21.1,24.8,1.8846
NANDURBAR,2018,Cotton(lint),Kharif,42310.08,28.07,640.5,58.95,Clay Loam,7.51,99.8,43.5,43.8,21.9,0.8967
BEED,2022,Gram,Rabi,40502.99,30.45,555.0,44.92,Clay,7.44,92.7,35.6,40.6,19.7,1.4623
NANDURBAR,2012,Rice,Kharif,12838.33,28.21,568.0,49.12,Loam,7.3,97.3,55.6,45.4,41.4,3.7218
GADCHIROLI,2022,Wheat,Rabi,94.59,28.23,1082.6,48.45,Clay,7.31,71.6,35.5,30.6,22.0,2.4916
WASHIM,2004,Sugarcane,Whole Year,4065.19,26.73,779.1,52.1,Loam,6.57,106.8,32.3,43.4,16.2,92.7862
NASHIK,2002,Gram,Rabi,15150.06,28.05,696.0,69.02,Clay,7.17,124.2,30.4,43.7,11.3,0.8438
PUNE,2004,Cotton(lint),Kharif,145.61,21.09,590.9,55.66,Clay Loam,7.0,94.0,32.0,28.6,25.7,0.5416
RAIGAD,2013,Groundnut,Kharif,87.0,26.27,2747.4,80.75,Sandy Loam,6.17,88.1,22.9,18.7,10.0,2.5118
NANDURBAR,2010,Soyabean,Kharif,86733.26,27.0,723.9,61.2,Clay,6.83,129.4,56.2,39.0,28.6,2.2752
AURANGABAD,2017,Sugarcane,Whole Year,279.17,27.62,744.6,52.85,Clay Loam,7.41,97.4,40.8,40.9,18.0,100.9951
RATNAGIRI,2004,Jowar,Kharif,41231.23,27.09,2694.9,78.95,Laterite,5.38,80.0,33.2,31.7,32.8,2.6856
THANE,2000,Cotton(lint),Kharif,285.73,27.06,2177.1,82.72,Laterite,5.11,67.6,25.7,43.5,10.3,0.8339
PARBHANI,2016,Wheat,Rabi,4322.84,29.85,558.4,41.85,Clay Loam,7.41,107.0,29.4,38.4,11.1,2.1802
AHMEDNAGAR,2021,Wheat,Rabi,117.28,24.61,779.3,59.12,Clay,7.0,125.6,45.1,42.1,29.0,2.8283
PALGHAR,2011,Jowar,Rabi,2745.43,25.18,1852.1,72.09,Sandy Loam,5.63,85.0,23.1,29.2,20.4,2.6614
WARDHA,2020,Bajra,Kharif,1071.33,28.31,793.2,53.43,Clay,6.49,140.3,37.2,46.6,30.2,1.9625
GADCHIROLI,2016,Cotton(lint),Kharif,197658.77,26.58,924.4,59.02,Clay,7.0,127.6,31.7,19.4,31.2,0.8203
AURANGABAD,2006,Sugarcane,Whole Year,19046.73,29.42,513.0,43.79,Clay Loam,7.91,128.0,27.3,32.5,20.4,94.0074
GADCHIROLI,2000,Groundnut,Kharif,98.5,28.1,789.7,57.27,Sandy Loam,7.44,106.7,41.7,29.9,10.7,1.5057
